# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2362418	2363617	+	WP_000857338.1	WP_000857338.1		NAD(P)/FAD-dependent oxidoreductase			BA_RS12145	1200	399	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2363684	2365138	+							BA_RS12150	1455		old_locus_tag=BA2538,BA_2538
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2363684	2365138	+	WP_000925285.1	WP_000925285.1		MBL fold metallo-hydrolase			BA_RS12150	1455	484	
gene	pseudogene	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2365204	2365467	+							BA_RS12155	264		partial;pseudo;old_locus_tag=BA2539,BA_2539
CDS	without_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2365204	2365467	+				metallophosphoesterase			BA_RS12155	264		partial;pseudo
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2365677	2365928	+							BA_RS12160	252		old_locus_tag=BA2540,BA_2540
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2365677	2365928	+	WP_000548624.1	WP_000548624.1		hypothetical protein			BA_RS12160	252	83	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2366131	2366841	+							BA_RS12165	711		old_locus_tag=BA2541,BA_2541
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2366131	2366841	+	WP_025985774.1	WP_025985774.1		ABC transporter ATP-binding protein			BA_RS12165	711	236	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2366838	2367857	+							BA_RS12170	1020		old_locus_tag=BA2542,BA_2542
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2366838	2367857	+	WP_001266745.1	WP_001266745.1		ABC transporter permease			BA_RS12170	1020	339	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2367882	2368535	+							BA_RS12175	654		old_locus_tag=BA2543,BA_2543
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2367882	2368535	+	WP_000711169.1	WP_000711169.1		TetR/AcrR family transcriptional regulator			BA_RS12175	654	217	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2368657	2368956	-							BA_RS12180	300		old_locus_tag=BA2545,BA_2545
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2368657	2368956	-	WP_000728162.1	WP_000728162.1		WGxxGxxG-CTERM domain-containing protein			BA_RS12180	300	99	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2369189	2370157	+							BA_RS12185	969		old_locus_tag=BA2546,BA_2546
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2369189	2370157	+	WP_001248630.1	WP_001248630.1		DUF523 and DUF1722 domain-containing protein			BA_RS12185	969	322	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2370374	2371519	+							BA_RS12190	1146		old_locus_tag=BA2547,BA_2547
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2370374	2371519	+	WP_000397270.1	WP_000397270.1		acyl-CoA dehydrogenase			BA_RS12190	1146	381	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2371535	2372872	+							BA_RS12195	1338		old_locus_tag=BA2548,BA_2548
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2371535	2372872	+	WP_000486738.1	WP_000486738.1		acetyl-CoA carboxylase biotin carboxylase subunit			BA_RS12195	1338	445	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2372899	2373114	+							BA_RS12200	216		old_locus_tag=BA2549,BA_2549
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2372899	2373114	+	WP_001985297.1	WP_001985297.1		acetyl-CoA carboxylase biotin carboxyl carrier protein subunit			BA_RS12200	216	71	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2373136	2374047	+					mvaB		BA_RS12205	912		old_locus_tag=BA2550,BA_2550
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2373136	2374047	+	WP_000775424.1	WP_000775424.1		hydroxymethylglutaryl-CoA lyase	mvaB		BA_RS12205	912	303	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2374052	2374840	+							BA_RS12210	789		old_locus_tag=BA2551,BA_2551
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2374052	2374840	+	WP_000939786.1	WP_000939786.1		enoyl-CoA hydratase			BA_RS12210	789	262	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2374843	2376384	+							BA_RS12215	1542		old_locus_tag=BA2552,BA_2552
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2374843	2376384	+	WP_000566967.1	WP_000566967.1		acyl-CoA carboxylase subunit beta			BA_RS12215	1542	513	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2376434	2378374	+							BA_RS12220	1941		old_locus_tag=BA2553,BA_2553
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2376434	2378374	+	WP_000806498.1	WP_000806498.1		AMP-binding protein			BA_RS12220	1941	646	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2378544	2378873	+					exsK		BA_RS12225	330		old_locus_tag=BA2554,BA_2554
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2378544	2378873	+	WP_000535706.1	WP_000535706.1		exosporium protein ExsK	exsK		BA_RS12225	330	109	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2378994	2379536	+							BA_RS12230	543		old_locus_tag=BA2555,BA_2555
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2378994	2379536	+	WP_003157550.1	WP_003157550.1		GNAT family N-acetyltransferase			BA_RS12230	543	180	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2379585	2380145	+							BA_RS12235	561		old_locus_tag=BA2556,BA_2556
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2379585	2380145	+	WP_001036638.1	WP_001036638.1		AAA family ATPase			BA_RS12235	561	186	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2380138	2380878	+							BA_RS12240	741		old_locus_tag=BA2557,BA_2557
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2380138	2380878	+	WP_000240892.1	WP_000240892.1		alpha/beta fold hydrolase			BA_RS12240	741	246	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2380881	2381339	+							BA_RS12245	459		old_locus_tag=BA2558,BA_2558
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2380881	2381339	+	WP_000288269.1	WP_000288269.1		DinB family protein			BA_RS12245	459	152	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2381398	2382414	-							BA_RS12250	1017		old_locus_tag=BA2559,BA_2559
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2381398	2382414	-	WP_001160082.1	WP_001160082.1		serine hydrolase			BA_RS12250	1017	338	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2382596	2383753	-							BA_RS12255	1158		old_locus_tag=BA2560,BA_2560
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2382596	2383753	-	WP_001243300.1	WP_001243300.1		HAMP domain-containing histidine kinase			BA_RS12255	1158	385	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2383743	2384438	-							BA_RS12260	696		old_locus_tag=BA2561,BA_2561
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2383743	2384438	-	WP_001038813.1	WP_001038813.1		response regulator transcription factor			BA_RS12260	696	231	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2384630	2385238	+					yqeK		BA_RS12265	609		old_locus_tag=BA2562,BA_2562
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2384630	2385238	+	WP_000965870.1	WP_000965870.1		bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK	yqeK		BA_RS12265	609	202	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2385507	2385812	+							BA_RS12270	306		old_locus_tag=BA2563,BA_2563
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2385507	2385812	+	WP_002036359.1	WP_002036359.1		DUF3885 domain-containing protein			BA_RS12270	306	101	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2385809	2386546	+					mtnN		BA_RS12275	738		old_locus_tag=BA2564,BA_2564
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2385809	2386546	+	WP_000218300.1	WP_000218300.1		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	mtnN		BA_RS12275	738	245	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2386563	2387198	+							BA_RS12280	636		old_locus_tag=BA2565,BA_2565
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2386563	2387198	+	WP_000446324.1	WP_000446324.1		SDR family oxidoreductase			BA_RS12280	636	211	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2387292	2388140	+							BA_RS12285	849		old_locus_tag=BA2566,BA_2566
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2387292	2388140	+	WP_000617049.1	WP_000617049.1		GNAT family N-acetyltransferase			BA_RS12285	849	282	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2388248	2388622	+							BA_RS12290	375		old_locus_tag=BA2567,BA_2567
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2388248	2388622	+	WP_000368615.1	WP_000368615.1		hypothetical protein			BA_RS12290	375	124	
gene	pseudogene	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2388792	2391445	+							BA_RS12295	2654		pseudo;old_locus_tag=BA2568,BA_2568
CDS	without_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2388792	2391445	+				M4 family metallopeptidase			BA_RS12295	2654		pseudo
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2391718	2392278	+							BA_RS12300	561		old_locus_tag=BA2569,BA_2569
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2391718	2392278	+	WP_000985666.1	WP_000985666.1		SAM-dependent methyltransferase			BA_RS12300	561	186	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2392415	2393152	+							BA_RS12305	738		old_locus_tag=BA2570,BA_2570
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2392415	2393152	+	WP_001182544.1	WP_001182544.1		hypothetical protein			BA_RS12305	738	245	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2393240	2393719	+							BA_RS12310	480		old_locus_tag=BA2571,BA_2571
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2393240	2393719	+	WP_000881627.1	WP_000881627.1		SRPBCC family protein			BA_RS12310	480	159	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2393799	2396966	+							BA_RS12315	3168		old_locus_tag=BA2572,BA_2572
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2393799	2396966	+	WP_000867783.1	WP_000867783.1		ATP-binding cassette domain-containing protein			BA_RS12315	3168	1055	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2397348	2397689	+							BA_RS12320	342		old_locus_tag=BA2573,BA_2573
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2397348	2397689	+	WP_000376287.1	WP_000376287.1		PadR family transcriptional regulator			BA_RS12320	342	113	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2397686	2398216	+							BA_RS12325	531		old_locus_tag=BA2574,BA_2574
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2397686	2398216	+	WP_001245997.1	WP_001245997.1		hypothetical protein			BA_RS12325	531	176	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2398197	2399642	+							BA_RS12330	1446		old_locus_tag=BA2575,BA_2575
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2398197	2399642	+	WP_000786165.1	WP_000786165.1		serine hydrolase			BA_RS12330	1446	481	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2399764	2400573	+							BA_RS12335	810		old_locus_tag=BA2576,BA_2576
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2399764	2400573	+	WP_000472612.1	WP_000472612.1		MerR family transcriptional regulator			BA_RS12335	810	269	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2400670	2401896	-							BA_RS12340	1227		old_locus_tag=BA2577,BA_2577
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2400670	2401896	-	WP_000767288.1	WP_000767288.1		MFS transporter			BA_RS12340	1227	408	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2402118	2402693	+							BA_RS12345	576		old_locus_tag=BA2578,BA_2578
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2402118	2402693	+	WP_000581295.1	WP_000581295.1		NUDIX domain-containing protein			BA_RS12345	576	191	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2402875	2403669	+							BA_RS12350	795		old_locus_tag=BA2579,BA_2579
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2402875	2403669	+	WP_000628020.1	WP_000628020.1		hypothetical protein			BA_RS12350	795	264	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2403719	2403862	+							BA_RS27225	144		old_locus_tag=BA2580,BA_2580
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2403719	2403862	+	WP_000495563.1	WP_000495563.1		hypothetical protein			BA_RS27225	144	47	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2403945	2404892	-							BA_RS12355	948		old_locus_tag=BA2581,BA_2581
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2403945	2404892	-	WP_000661036.1	WP_000661036.1		phosphotransferase			BA_RS12355	948	315	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2405222	2406316	+							BA_RS12360	1095		old_locus_tag=BA2582,BA_2582
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2405222	2406316	+	WP_001002102.1	WP_001002102.1		AraC family transcriptional regulator			BA_RS12360	1095	364	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2406331	2408022	-							BA_RS12365	1692		old_locus_tag=BA2583,BA_2583
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2406331	2408022	-	WP_001190041.1	WP_001190041.1		M3 family oligoendopeptidase			BA_RS12365	1692	563	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2408192	2408785	+							BA_RS12370	594		old_locus_tag=BA2584,BA_2584
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2408192	2408785	+	WP_000834974.1	WP_000834974.1		DUF4030 domain-containing protein			BA_RS12370	594	197	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2408856	2410226	+							BA_RS12375	1371		old_locus_tag=BA2585,BA_2585
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2408856	2410226	+	WP_000280097.1	WP_000280097.1		PLP-dependent aminotransferase family protein			BA_RS12375	1371	456	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2410363	2410566	+							BA_RS12380	204		
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2410363	2410566	+	WP_000290885.1	WP_000290885.1		hypothetical protein			BA_RS12380	204	67	
gene	pseudogene	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2410594	2410837	-							BA_RS12385	244		pseudo
CDS	without_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2410594	2410837	-				hypothetical protein			BA_RS12385	244		pseudo
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2410949	2411875	+							BA_RS12390	927		old_locus_tag=BA2588,BA_2588
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2410949	2411875	+	WP_000437337.1	WP_000437337.1		alcohol dehydrogenase catalytic domain-containing protein			BA_RS12390	927	308	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2412094	2412261	+							BA_RS27230	168		old_locus_tag=BA2589,BA_2589
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2412094	2412261	+	WP_000344138.1	WP_000344138.1		hypothetical protein			BA_RS27230	168	55	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2412637	2413266	+							BA_RS12395	630		old_locus_tag=BA2590,BA_2590
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2412637	2413266	+	WP_000397595.1	WP_000397595.1		class I SAM-dependent methyltransferase			BA_RS12395	630	209	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2413540	2414745	+							BA_RS12400	1206		old_locus_tag=BA2591,BA_2591
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2413540	2414745	+	WP_003170800.1	WP_003170800.1		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase			BA_RS12400	1206	401	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2414720	2415019	+							BA_RS27615	300		
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2414720	2415019	+	WP_003170801.1	WP_003170801.1		hypothetical protein			BA_RS27615	300	99	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2415164	2415865	-							BA_RS12405	702		old_locus_tag=BA2592,BA_2592
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2415164	2415865	-	WP_001079463.1	WP_001079463.1		class I SAM-dependent methyltransferase			BA_RS12405	702	233	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2416062	2416232	+							BA_RS12410	171		
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2416062	2416232	+	WP_000551046.1	WP_000551046.1		DUF2197 domain-containing protein			BA_RS12410	171	56	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2416352	2416780	-							BA_RS12415	429		old_locus_tag=BA2594,BA_2594
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2416352	2416780	-	WP_001128411.1	WP_001128411.1		cell wall hydrolase			BA_RS12415	429	142	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2416926	2417840	+							BA_RS12420	915		old_locus_tag=BA2596,BA_2596
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2416926	2417840	+	WP_000285691.1	WP_000285691.1		acetamidase/formamidase family protein			BA_RS12420	915	304	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2417966	2418673	+							BA_RS12425	708		old_locus_tag=BA2597,BA_2597
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2417966	2418673	+	WP_000238987.1	WP_000238987.1		response regulator transcription factor			BA_RS12425	708	235	
gene	pseudogene	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2418670	2419651	+							BA_RS12430	982		pseudo;old_locus_tag=BA2598,BA_2598
CDS	without_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2418670	2419651	+				sensor histidine kinase			BA_RS12430	982		pseudo
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	2419954	2420580	-							BA_RS12435	627		old_locus_tag=BA2599,BA_2599
